app,review_text,clean_text,rating,date,helpful_votes,word_count,is_freshness_related,dominant_topic,theme,month
blinkit,They deliver Spoiled Chicken labelling as fresh. they sent Fresh Cream by Mily mist that was stale. these are cooking ingredients. how can I send photos of these after it's cooked. that's what they ask for proofs when we raise a complaint. what the hell.,they deliver spoiled chicken labelling as fresh they sent fresh cream by mily mist that was stale these are cooking ingredients how can i send photos of these after it s cooked that s what they ask for proofs when we raise a complaint what the hell,1,2026-08-16 13:52:50,0,45,TRUE,4,Produce Spoilage,2026-08
blinkit,"The service was good at first but gradually, just like the other businesses, they have started adding charges like handling, high demand surcharge, packaging, etc. Why dont these businesses understand that if they build a loyal customer base with steady, long term reliable service, they will win in the long run ? Instead, they just want to make a quick buck off of every customer. I thought blinkit was different, but sadly I have been proven wrong.",the service was good at first but gradually just like the other businesses they have started adding charges like handling high demand surcharge packaging etc why dont these businesses understand that if they build a loyal customer base with steady long term reliable service they will win in the long run instead they just want to make a quick buck off of every customer i thought blinkit was different but sadly i have been proven wrong,1,2026-08-16 13:46:04,0,77,TRUE,0,Support/Complaint Friction,2026-08
blinkit,"received expired dog food didn't get resolution after complaining and doesn't have any customer support team to assist a customer query, worst app!!",received expired dog food didn t get resolution after complaining and doesn t have any customer support team to assist a customer query worst app,1,2026-08-16 13:09:45,0,23,TRUE,0,Support/Complaint Friction,2026-08
blinkit,Poor quality of service and these guys not able to resolve the problem.,poor quality of service and these guys not able to resolve the problem,1,2026-08-16 13:00:02,0,13,TRUE,0,Support/Complaint Friction,2026-08
blinkit,"packaging was not good , the products wat very durty from the outside",packaging was not good the products wat very durty from the outside,2,2026-08-16 12:55:54,0,13,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,they deliver wrong damaged used product and disable chat option you have to mail and they respond after 2-3 hours it's not a quick delivery app it's a headache...,they deliver wrong damaged used product and disable chat option you have to mail and they respond after 2 3 hours it s not a quick delivery app it s a headache,1,2026-08-16 12:47:06,0,29,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,third class service tofay i use this app i recived expired items dont use this app,third class service tofay i use this app i recived expired items dont use this app,1,2026-08-16 12:38:50,0,16,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,I used blinkit before and didn't get any issue with it but after 6 months I ordered again on blinkit and recieved only 3 out of 4 items I ordered and the bag was torn during delivery I reported this issue in their help section and the didn't even bother to reply.with issues like this they are breaking the trust of people and users will move to better delivery app. Take 25 min instead of 10 but deliver the order properly and with all items,i used blinkit before and didn t get any issue with it but after 6 months i ordered again on blinkit and recieved only 3 out of 4 items i ordered and the bag was torn during delivery i reported this issue in their help section and the didn t even bother to reply with issues like this they are breaking the trust of people and users will move to better delivery app take 25 min instead of 10 but deliver the order properly and with all items,1,2026-08-16 12:31:51,0,85,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,"Its definitely a good app almost 90% of times it has been reliable with the time and or the quality of product, the whole issue happens when something of an inferior quality is delivered which you want to return but there is no way to connect with someone and the whole system fails. Mr. Blinking you are not even reading and taking pat on your back by own. You have a failed process when it comes to return a faulty or spoiled product which is part of the list, I was delivered a spoiled milk pack",its definitely a good app almost 90 of times it has been reliable with the time and or the quality of product the whole issue happens when something of an inferior quality is delivered which you want to return but there is no way to connect with someone and the whole system fails mr blinking you are not even reading and taking pat on your back by own you have a failed process when it comes to return a faulty or spoiled product which is part of the list i was delivered a spoiled milk pack,1,2026-08-16 12:26:34,1,96,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,today I'm ordering chicken very bad smell and no expired date customer service very bad no refund bad service very bad blinkit app don't bye frozen items,today i m ordering chicken very bad smell and no expired date customer service very bad no refund bad service very bad blinkit app don t bye frozen items,1,2026-08-16 11:59:02,0,27,TRUE,1,Expired Packaged Goods,2026-08
blinkit,nice but needs more packaging on goods,nice but needs more packaging on goods,2,2026-08-16 11:57:57,0,7,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,most of the delivered items are damaged such a time waste in getting refund or having a conversation at the help desk,most of the delivered items are damaged such a time waste in getting refund or having a conversation at the help desk,1,2026-08-16 11:39:50,0,22,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,I ordered and eggs and it was rotten or something I don't know but I am not going to buy from here again I'm disponted for blinkit very much,i ordered and eggs and it was rotten or something i don t know but i am not going to buy from here again i m disponted for blinkit very much,1,2026-08-16 10:43:13,0,29,TRUE,4,Produce Spoilage,2026-08
blinkit,i bought a hair massager for 699rs the item was damaged if I ask the help section they never did the needful to me pls don't trust this blinkit app.Pls consider my request thank you,i bought a hair massager for 699rs the item was damaged if i ask the help section they never did the needful to me pls don t trust this blinkit app pls consider my request thank you,1,2026-08-16 10:39:26,0,35,TRUE,6,Wrong Item + Refund,2026-08
blinkit,"need to care about the packaging bread was not properly covered and some slices of bread were missing , sometimes the bread are rotten😡",need to care about the packaging bread was not properly covered and some slices of bread were missing sometimes the bread are rotten,1,2026-08-16 10:01:45,0,24,TRUE,4,Produce Spoilage,2026-08
blinkit,service cha rges are little high...but delivering at right time... vegetables quality is not good..,service cha rges are little high but delivering at right time vegetables quality is not good,1,2026-08-16 09:27:08,0,15,TRUE,4,Produce Spoilage,2026-08
blinkit,"Very disappointing experience with Blinkit. The products delivered were of poor quality and did not meet the expected standards. It feels like customers are being taken for granted and charged for products that are not worth the money. Please take quality complaints seriously and ensure customers receive fresh, genuine, and good-quality products.",very disappointing experience with blinkit the products delivered were of poor quality and did not meet the expected standards it feels like customers are being taken for granted and charged for products that are not worth the money please take quality complaints seriously and ensure customers receive fresh genuine and good quality products,1,2026-08-16 08:31:23,0,52,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,received expired products and fake products refuse to refund it,received expired products and fake products refuse to refund it,1,2026-08-16 07:54:11,0,10,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,"Blinkit's customer support is terrible; they delivered the wrong item to me. I messaged support, but they aren't replying and keep closing my chat repeatedly.",blinkit s customer support is terrible they delivered the wrong item to me i messaged support but they aren t replying and keep closing my chat repeatedly,1,2026-08-16 07:51:55,0,25,TRUE,6,Wrong Item + Refund,2026-08
blinkit,yaha pr jo saman aata hai kaafi baar expire date item aaya hai voh item ke customer care pr call krke bta chlta hai batch number bta kr ki expired hai jbki item pr expired date kaafi aage ki hoti hai,yaha pr jo saman aata hai kaafi baar expire date item aaya hai voh item ke customer care pr call krke bta chlta hai batch number bta kr ki expired hai jbki item pr expired date kaafi aage ki hoti hai,1,2026-08-16 07:30:32,0,41,TRUE,6,Wrong Item + Refund,2026-08
blinkit,"I’m extremely disappointed with my experience with Blinkit. This is honestly one of the worst platforms I’ve dealt with when it comes to product accuracy and customer handling. After repeated issues with damaged products, product discrepancies, misleading presentation, and extremely unsatisfactory customer support . The platform seriously needs to improve its product listings, quality control, transparency, and customer grievance handling. A very disappointing experience",i m extremely disappointed with my experience with blinkit this is honestly one of the worst platforms i ve dealt with when it comes to product accuracy and customer handling after repeated issues with damaged products product discrepancies misleading presentation and extremely unsatisfactory customer support the platform seriously needs to improve its product listings quality control transparency and customer grievance handling a very disappointing experience,1,2026-08-16 06:55:33,0,64,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,"Sorry Blinkit, please maintain the hygiene of your stores. We pay you for fast delivery, it doesn't mean you will deliver poor quality items.",sorry blinkit please maintain the hygiene of your stores we pay you for fast delivery it doesn t mean you will deliver poor quality items,1,2026-08-16 06:40:09,0,24,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,"very very very disappointed, I ordered first time in blinkit and by mistakly wrong item selection,so I replace this item , so connected customer care support team but they are not properly answering and I arranged telephonic call but also not properly answering and not listing my problem, i also email to blinkit but they are also same and not satisfied service. so totally disappointed experience with blinkit.",very very very disappointed i ordered first time in blinkit and by mistakly wrong item selection so i replace this item so connected customer care support team but they are not properly answering and i arranged telephonic call but also not properly answering and not listing my problem i also email to blinkit but they are also same and not satisfied service so totally disappointed experience with blinkit,1,2026-08-16 06:34:00,0,68,TRUE,6,Wrong Item + Refund,2026-08
blinkit,Delivery partner not bringing change when I don't pay online also they directly ask to cancel the order. Sometimes stuffs are not fresh.,delivery partner not bringing change when i don t pay online also they directly ask to cancel the order sometimes stuffs are not fresh,2,2026-08-16 05:37:13,0,23,TRUE,4,Produce Spoilage,2026-08
blinkit,"very late, and handling charges for a torn up bag bruh. worst",very late and handling charges for a torn up bag bruh worst,1,2026-08-16 02:53:29,0,12,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,expired product re label and sales,expired product re label and sales,1,2026-08-16 02:47:40,0,6,TRUE,1,Expired Packaged Goods,2026-08
blinkit,"Very disappointing experience with Blinkit. I have repeatedly received wrong products, dirty/poorly handled items, and incomplete packages. These are not isolated issues and indicate a lack of proper checking before dispatch. Blinkit should seriously improve order accuracy, product hygiene, packaging and quality checks before delivering to customers. Very poor experience overall.",very disappointing experience with blinkit i have repeatedly received wrong products dirty poorly handled items and incomplete packages these are not isolated issues and indicate a lack of proper checking before dispatch blinkit should seriously improve order accuracy product hygiene packaging and quality checks before delivering to customers very poor experience overall,1,2026-08-15 16:21:42,0,51,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,They are cheaters. mentioned as 7 day replacement but denied for same. don't buy any electronics from them. Recieved the product was faulty not working and damaged.,they are cheaters mentioned as 7 day replacement but denied for same don t buy any electronics from them recieved the product was faulty not working and damaged,1,2026-08-15 16:08:30,0,27,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,very poor packing no proper bags for packaging so disappointing,very poor packing no proper bags for packaging so disappointing,1,2026-08-15 16:05:06,0,10,TRUE,0,Support/Complaint Friction,2026-08
blinkit,uninstall this aap because I ordered icecream today but I received expired icecream It's very risky for me.👎,uninstall this aap because i ordered icecream today but i received expired icecream it s very risky for me,1,2026-08-15 15:20:05,0,18,TRUE,1,Expired Packaged Goods,2026-08
blinkit,they dilivered damaged item.. packed are cuts by rat,they dilivered damaged item packed are cuts by rat,1,2026-08-15 14:57:29,0,9,TRUE,6,Wrong Item + Refund,2026-08
blinkit,Worst ever!! sending rotten things,worst ever sending rotten things,1,2026-08-15 14:27:34,0,5,TRUE,4,Produce Spoilage,2026-08
blinkit,the items are in bad condition and poor quality,the items are in bad condition and poor quality,1,2026-08-15 14:06:59,0,9,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,bad food storage and quality,bad food storage and quality,2,2026-08-15 14:01:10,0,5,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,very poor quality money wast,very poor quality money wast,1,2026-08-15 13:52:09,0,5,TRUE,6,Wrong Item + Refund,2026-08
blinkit,i have received fake amul bitter from blinkit it tastes bad and smells like vegetable butter and when i raised the issue they have totally ignored it without even trying to check the product which is delivered by blinkit and closed the ticket without further action i have given images of the fake amul butter but they ignored if u r using blinkit in delhi region make sure u r getting original ones because they delivered fake products and many times i got rotten bread that was not expired,i have received fake amul bitter from blinkit it tastes bad and smells like vegetable butter and when i raised the issue they have totally ignored it without even trying to check the product which is delivered by blinkit and closed the ticket without further action i have given images of the fake amul butter but they ignored if u r using blinkit in delhi region make sure u r getting original ones because they delivered fake products and many times i got rotten bread that was not expired,1,2026-08-15 13:10:06,0,89,TRUE,4,Produce Spoilage,2026-08
blinkit,milk and curd packets were damaged and leaking may be after dropping down before delivery,milk and curd packets were damaged and leaking may be after dropping down before delivery,1,2026-08-15 11:35:09,0,15,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,"Disappointing Product Quality I’m quite disappointed with this product. The quality and taste were very different from what I expected, and the pieces also did not look fresh or consistent. What concerns me more is that the expiry date on the packet appears to have been restamped/overprinted, which makes me doubtful about the product’s freshness and authenticity. Because of this, I’m not comfortable consuming",disappointing product quality i m quite disappointed with this product the quality and taste were very different from what i expected and the pieces also did not look fresh or consistent what concerns me more is that the expiry date on the packet appears to have been restamped overprinted which makes me doubtful about the product s freshness and authenticity because of this i m not comfortable consuming,1,2026-08-15 11:10:07,0,64,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,I always received wrong items or overpriced items,i always received wrong items or overpriced items,2,2026-08-15 10:58:21,0,8,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,some delivery partner behaviour are not good. the product are so unclean packaging,some delivery partner behaviour are not good the product are so unclean packaging,2,2026-08-15 09:17:25,0,13,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,"expired item delivered, fungus on item",expired item delivered fungus on item,1,2026-08-15 08:06:27,0,6,TRUE,6,Wrong Item + Refund,2026-08
blinkit,Very disappointing experience in Belgaum City. My product was not packed properly and was delivered in an open and unsafe condition. Proper packaging and handling are expected to ensure the product reaches the customer safely. Please look into this issue and take necessary action.,very disappointing experience in belgaum city my product was not packed properly and was delivered in an open and unsafe condition proper packaging and handling are expected to ensure the product reaches the customer safely please look into this issue and take necessary action,1,2026-08-15 08:05:36,0,44,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,for simple product its was charging more than necessary amount i have ordered flag batches from blinkit for 106rs but the quality is very bad 👎.. we are ordering the products from website to save time but we losing more money ..,for simple product its was charging more than necessary amount i have ordered flag batches from blinkit for 106rs but the quality is very bad we are ordering the products from website to save time but we losing more money,1,2026-08-15 07:06:57,0,42,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,they are not refunded product even it is in warranty period if you receive damage product or worst quality then it's your problem,they are not refunded product even it is in warranty period if you receive damage product or worst quality then it s your problem,1,2026-08-15 06:06:05,0,23,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,received expired and damaged product and customer support is also not responding.,received expired and damaged product and customer support is also not responding,1,2026-08-15 05:25:25,0,12,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,"The delivered quality of onion was very poor. Approximately 400gm delivered onion was rotten. That means overall loss takes place at the end of the customer.One more point out things that you have charged almost double @ handling charges with respect to others on line survice provider i.e.amazon, Bigbasket etc.",the delivered quality of onion was very poor approximately 400gm delivered onion was rotten that means overall loss takes place at the end of the customer one more point out things that you have charged almost double handling charges with respect to others on line survice provider i e amazon bigbasket etc,1,2026-08-15 05:11:06,0,50,TRUE,4,Produce Spoilage,2026-08
blinkit,odonil air freshner blocks are expired,odonil air freshner blocks are expired,1,2026-08-15 05:06:19,0,6,TRUE,1,Expired Packaged Goods,2026-08
blinkit,"stop onboarding cheap brands for more profit. Brand name like Whole Farm, Grocery have worst products. Whatever I ordered from this brand came out to be cheapest of quality. How come they managed to a higher start ratings. looks fishy",stop onboarding cheap brands for more profit brand name like whole farm grocery have worst products whatever i ordered from this brand came out to be cheapest of quality how come they managed to a higher start ratings looks fishy,1,2026-08-15 04:28:48,0,40,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,dirty torn faded very old food kept under horrible conditions....always...and whenever we try to complain...the site is always ...something went wrong ..pls try aftrr some time.,dirty torn faded very old food kept under horrible conditions always and whenever we try to complain the site is always something went wrong pls try aftrr some time,1,2026-08-15 03:36:28,0,26,TRUE,6,Wrong Item + Refund,2026-08
blinkit,bad delivery boy and items spoiled,bad delivery boy and items spoiled,1,2026-08-15 03:33:43,0,6,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,"Unacceptable & Unhygienic Quality Extremely disappointed with my recent grocery order. The items arrived in terrible condition—packets were covered in dirt, packaging was loose, and the butter was literally leaking out of its wrapper. It looked like it came from a trash store. This level of basic hygiene is unacceptable for food delivery. I’ve taken photos and lodged a formal complaint with the Food and Safety Department so they take storage seriously. Fix your quality control",unacceptable unhygienic quality extremely disappointed with my recent grocery order the items arrived in terrible condition packets were covered in dirt packaging was loose and the butter was literally leaking out of its wrapper it looked like it came from a trash store this level of basic hygiene is unacceptable for food delivery i ve taken photos and lodged a formal complaint with the food and safety department so they take storage seriously fix your quality control,1,2026-08-15 02:51:41,0,76,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,Quick delivery is fine but the only problem is team don't work return or quick exchange when product is damaged or it's not according to the image,quick delivery is fine but the only problem is team don t work return or quick exchange when product is damaged or it s not according to the image,1,2026-08-15 02:33:59,0,27,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,the products are expired 2 moths ago,the products are expired 2 moths ago,1,2026-08-15 01:10:38,0,7,TRUE,1,Expired Packaged Goods,2026-08
blinkit,delivers damaged product but there is fraud grievance redressal mechanism so doesn't value for customer's Money,delivers damaged product but there is fraud grievance redressal mechanism so doesn t value for customer s money,1,2026-08-14 18:42:51,0,16,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,very worst service I ever experienced... Initially everything goes ok but later they start selling duplicate products with fake logo and the items which are of more than 300 cost won't be taken return...either it may be quality less or duplicate copy of another brand or any defective product or whatever may be the condition of the product delivered and also when we contact them regarding certain issue they just tells us Stories of terms conditions etc etc...,very worst service i ever experienced initially everything goes ok but later they start selling duplicate products with fake logo and the items which are of more than 300 cost won t be taken return either it may be quality less or duplicate copy of another brand or any defective product or whatever may be the condition of the product delivered and also when we contact them regarding certain issue they just tells us stories of terms conditions etc etc,1,2026-08-14 18:27:38,0,78,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,damaged and smelly ice creams they are delivered,damaged and smelly ice creams they are delivered,1,2026-08-14 17:46:51,0,8,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,I got an expired icecream and multiple times melted icecream and crushed Oreo or chocolate . very bad customer service.,i got an expired icecream and multiple times melted icecream and crushed oreo or chocolate very bad customer service,1,2026-08-14 17:22:53,0,20,TRUE,1,Expired Packaged Goods,2026-08
blinkit,fruits vegetables very poor quality delivery,fruits vegetables very poor quality delivery,1,2026-08-14 17:21:14,0,6,TRUE,4,Produce Spoilage,2026-08
blinkit,very bad mrp se ka product milta h aur near expiry,very bad mrp se ka product milta h aur near expiry,1,2026-08-14 17:03:22,0,11,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,"I am extremely disappointed with the product they delivering. The quality of the product delivered was very poor, and it appears the expiry date was intentionally removed, which is a serious concern. Furthermore, the customer assistance provided is completely inadequate. It's impossible to raise specific concerns as there are only predefined options, making the assistant useless for actual problem-solving. This feels like a deceptive practice. I will not recommend it.",i am extremely disappointed with the product they delivering the quality of the product delivered was very poor and it appears the expiry date was intentionally removed which is a serious concern furthermore the customer assistance provided is completely inadequate it s impossible to raise specific concerns as there are only predefined options making the assistant useless for actual problem solving this feels like a deceptive practice i will not recommend it,1,2026-08-14 16:24:14,0,70,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,showing images different and received item not good and right quality.,showing images different and received item not good and right quality,2,2026-08-14 16:01:06,0,11,TRUE,6,Wrong Item + Refund,2026-08
blinkit,product packaging is different as ordered also blinkit didn't interested in return.,product packaging is different as ordered also blinkit didn t interested in return,1,2026-08-14 15:31:19,0,12,TRUE,2,Damaged + Refund Friction,2026-08
blinkit,"Even the product quality is not good, not returnable and refundable for those products.",even the product quality is not good not returnable and refundable for those products,1,2026-08-14 15:05:09,0,14,TRUE,5,Expired/Damaged Products (general),2026-08
blinkit,i have an damaged order and I chat with an agent and he said refund will be added after 1-2hours and refund didn't added,i have an damaged order and i chat with an agent and he said refund will be added after 1 2hours and refund didn t added,2,2026-08-14 14:36:13,0,24,TRUE,6,Wrong Item + Refund,2026-08
blinkit,the milk was expired that we ordered,the milk was expired that we ordered,1,2026-08-14 14:19:10,0,7,TRUE,7,Dairy/Perishable Spoilage,2026-08
blinkit,starting all things good but nowadays products show on app and deliver items are totally different in quality and in other manner and price day by day up,starting all things good but nowadays products show on app and deliver items are totally different in quality and in other manner and price day by day up,1,2026-08-14 13:14:07,0,28,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,very worst especially in tiruvallur. they will provide mostly rotten vegetabl or missing the items and get the money full from the customer,very worst especially in tiruvallur they will provide mostly rotten vegetabl or missing the items and get the money full from the customer,1,2026-08-14 12:51:53,0,23,TRUE,3,Wrong/Missing/Rotten Items,2026-08
blinkit,ek baar mera order damaged aya meine inke staffs se baat ki unhone kaha ki 5-7 working day mein refund ho jayega but abhi tak koi solution nhi ayaa,ek baar mera order damaged aya meine inke staffs se baat ki unhone kaha ki 5 7 working day mein refund ho jayega but abhi tak koi solution nhi ayaa,1,2026-08-14 12:07:41,0,29,TRUE,6,Wrong Item + Refund,2026-08
